id, datum
5840581243, 2005-10-11
6831510944, 1955-12-13
4410209133, 1997-04-26
9615773087, 1950-10-02
2089634953, 1959-02-17
4738553814, 1957-06-26
9799309726, 1980-06-23
1038124584, 1985-10-31
9997534169, 1995-01-06
2504721464, 1960-05-26
2278167995, 1954-09-25
4345763029, 1982-01-02
1413165816, 1976-01-22
2569653752, 1989-08-28
6808798903, 1977-05-31
7272707457, 1957-02-04
9695123906, 1958-08-21
4834783739, 1996-01-27
6623158098, 1963-12-23
9868018720, 1967-08-04
9682225817, 2003-10-15
7844051986, 1959-03-30
2299425494, 1965-09-12
6493701320, 1989-11-29
6660492401, 1960-03-26
8653337334, 1964-05-22
9712397517, 2000-10-11
3189275324, 1981-07-08
3626459587, 1962-08-13
3012915860, 1957-12-30
1990968799, 1999-10-11
1921247501, 1988-03-10
6716603966, 1967-01-24
1848231887, 2000-09-29
4242063843, 1999-08-17
2101423569, 1998-10-08
2013558084, 1952-05-24
4481037076, 1999-07-10
8491041902, 1963-11-19
7049051308, 1998-07-04
6064493133, 1972-05-27
5698714451, 1957-12-12
9749553026, 1988-03-29
8480204829, 1994-06-28
7446952911, 1958-08-03
4417843716, 1998-10-29
2519087500, 1982-05-21
2709501209, 1961-12-01
9007920119, 1970-02-03
7380657781, 1965-08-27
1793864093, 1975-04-18
4490937304, 1981-11-21
7203594950, 1978-09-12
8658831898, 1954-02-13
9557534326, 1975-05-31
9226738732, 1990-12-30
8100219817, 1998-01-11
5336477325, 1971-10-21
9788278695, 1984-06-29
4239754270, 1950-11-16
9200011799, 1962-06-08
9198826277, 1981-08-31
4610667638, 1960-04-20
3851980225, 1973-05-10
9230062580, 1973-07-17
4219205957, 1978-09-05
6913092446, 1952-04-28
7956856052, 1968-08-13
7004764436, 1964-05-10
7575089714, 1968-12-13
7745061198, 1999-12-23
1491738845, 1978-09-15
1903967700, 1976-10-06
7210216081, 1987-01-14
1773723668, 1976-02-22
1441348963, 1984-02-24
4207423482, 1953-11-16
3047505724, 1954-07-13
1447761373, 1991-05-01
4471769162, 1962-09-20
1145560421, 1953-01-30
6228418984, 1970-08-04
7902108359, 1958-07-12
6292093343, 1964-12-20
5935021947, 1951-08-30
4032022600, 1987-02-09
2049839444, 1964-06-15
9684737528, 1997-05-04
3181287893, 1998-02-26
2433374021, 1962-10-23
9206053551, 1962-01-28
9825629803, 1953-10-01
1740878370, 1954-04-21
7633570394, 1971-11-21
6343165093, 1981-12-10
7922450508, 1989-10-21
4886926034, 2005-03-28
8812609983, 1985-08-30
2965292737, 1991-06-27
1204472521, 2002-01-28
6748787283, 1963-09-21
6699120079, 1976-10-12
1267002771, 1984-04-04
2642656700, 2005-12-22
4125411318, 1964-07-23
4830250955, 1988-02-16
2851824955, 2002-06-04
9916481544, 1980-03-16
9705471936, 2004-03-24
5170881890, 1992-02-20
2394948657, 1963-02-21
4133385781, 1983-07-26
9367706074, 1950-08-30
4787444265, 1987-06-04
5990542059, 1958-01-23
9240298716, 1985-12-26
7784830810, 1985-10-27
5281216553, 1983-03-25
5029394910, 1972-03-09
2368892608, 2001-03-31
8790063498, 1971-10-07
5965981937, 1976-03-17
2088209190, 1971-05-18
1454888224, 1961-05-25
4450792732, 1957-08-15
9295809148, 1998-10-13
8369511811, 1993-10-29
5066339886, 1992-02-20
2127736568, 1985-08-06
6532424433, 1999-11-22
5626736526, 2000-01-19
8033562737, 1960-12-19
9963309595, 1971-02-17
6037004794, 1960-05-27
5293811837, 1971-10-31
4283970748, 1985-07-09
5154345708, 1986-04-24
5123947411, 1997-04-10
9747340901, 1989-05-20
5358921546, 1992-05-16
2457929487, 1978-07-24
2641158859, 1969-02-01
1847064125, 1989-05-20
9300078146, 1978-04-19
2370796454, 1951-11-12
7580738931, 2003-07-26
4592917475, 1983-02-13
9715088264, 1951-10-20
8620811831, 1996-05-14
2805326163, 1999-07-04
9452934089, 1996-07-03
8100402817, 2003-08-21
3697958600, 2000-09-18
9448291285, 1978-12-25
5716862455, 1978-07-05
3158964520, 1996-12-01
8421674239, 1967-02-15
7109073720, 1962-12-23
6193151900, 1986-02-26
5421817487, 1972-05-21
2698652713, 1987-02-04
2075753628, 1978-07-11
9184080942, 1970-11-03
6700481316, 1966-11-19
1949055916, 1993-07-24
9409415552, 1975-02-24
6176922905, 1990-03-14
3087624725, 1956-09-02
1912296201, 2004-11-22
6148375672, 1991-09-26
1458128416, 2001-11-06
6429926440, 1998-10-21
2161027270, 1964-04-06
5094128489, 1971-03-31
8323549449, 1982-03-25
2726334713, 1999-09-11
1774760823, 2000-09-29
7241566230, 1987-04-26
9299968123, 1962-07-08
9684497426, 1964-10-21
8797573964, 1968-08-23
1905096999, 1963-09-18
1445628379, 1982-12-07
7498849625, 1971-03-13
6739502206, 1975-12-13
1952542025, 1997-12-28
4733730395, 1975-04-10
3831778516, 1971-11-12
9808661928, 1997-07-16
5032030607, 1984-10-09
1829067035, 1974-04-12
3478198383, 1993-08-30
1368888039, 1986-10-01
8755204098, 1973-10-09
6082870029, 1959-01-16
7612867738, 1967-07-26
6901238664, 1980-11-03
7432415611, 2000-09-19
6904274818, 1976-02-29
6222994350, 1952-03-13
7822431374, 1965-11-21
5291053490, 1956-11-06
8970591941, 1980-06-25
3826702539, 1980-09-15
7493188459, 1977-02-01
1274872749, 1992-05-03
6254954076, 2005-12-07
5714541565, 1973-10-06
3402804583, 1967-02-27
7078888131, 1990-11-08
1940161230, 1998-03-04
4406613585, 1950-11-24
3841438143, 1998-04-15
4077097577, 1990-02-26
1740969967, 2005-08-11
7345377635, 1984-03-25
7473964919, 2001-04-19
2324909669, 1993-04-03
8769613113, 1974-07-30
3795542230, 1967-07-08
2843041417, 1971-02-11
3063745005, 1960-01-10
3849743692, 1984-02-09
6059768056, 1974-12-09
3225302547, 1995-01-03
8775640098, 2000-02-07
3643218722, 1984-01-17
7519309857, 1968-06-22
5595479082, 1962-04-09
3050967995, 2003-07-31
9227186180, 1954-08-12
3944335110, 1988-09-26
1977871351, 1986-12-25
8258880791, 1970-10-25
9413403757, 2004-04-02
1670521599, 2000-04-14
3717080071, 1989-03-14
4194648240, 1972-05-15
1529671466, 2000-05-06
2258013460, 1987-08-17
1401640925, 1978-06-24
3495304529, 1952-08-31
9951400692, 1963-02-13
6383579811, 2002-02-04
1304877217, 1986-05-19
3009116687, 1997-07-07
4628862810, 2004-03-11
5623028223, 1995-04-22
4197405735, 1958-06-24
5693367016, 2001-10-08
1610346365, 1978-04-06
4163753869, 1961-08-18
2878894094, 2004-11-14
2664611048, 1993-05-08
5066780325, 1962-10-20
6235286219, 1991-04-07
3137748921, 2000-06-04
4479625069, 1960-02-06
9643025969, 1976-08-02
1834647122, 1981-08-10
2424817321, 2004-05-17
9478150380, 1976-10-06
6439934772, 2002-10-25
8139691843, 1958-01-08
6448510406, 1979-08-20
6878437481, 1978-08-07
4531426913, 1961-07-27
2595722362, 1961-03-29
8088980778, 1987-02-01
2587895139, 1968-07-21
6671725775, 1953-09-13
9145260767, 1980-05-21
1702325427, 1998-04-02
4815204606, 1970-07-02
6369471066, 2000-10-04
6433841942, 1977-05-23
8349171810, 1978-08-09
1960994523, 2000-12-05
5071107562, 1959-05-26
3099253790, 1959-12-18
6934566639, 1972-04-11
9038338647, 1979-11-26
8274600005, 1973-03-18
1215611393, 1956-09-18
2609370731, 1968-06-17
4460381986, 1966-01-10
3834838263, 1958-08-11
4912021653, 1996-07-04
3724731295, 1964-02-01
3061362582, 1977-05-04
8519261327, 1977-07-13
2197657685, 1970-07-06
4599960784, 1981-06-17
1302340793, 1978-02-07
6825407684, 1999-08-16
7433260097, 1982-05-10
7187737015, 1996-07-18
7318116424, 2005-04-28
9318224764, 1967-12-12
3964572146, 1973-09-25
4052356239, 1951-06-14
5313236460, 2003-06-25
9767278726, 1962-07-02
8824568204, 1986-04-02
4218054362, 1966-01-31
5981672530, 1981-08-20
6189603209, 1999-07-24
4042924256, 2004-01-16
9208519648, 1959-09-19
6062188745, 1980-11-15
8382186813, 1976-10-25
8790775642, 1953-04-18
6267228690, 1997-10-21
2372970829, 2002-11-01
7161872080, 2004-01-22
8571349981, 1991-04-10
1078066631, 1953-01-05
6644215833, 1995-10-28
8997413983, 1978-07-08
2012227456, 1964-06-07
5183501593, 1993-04-29
3721534449, 1985-08-19
5015496136, 1953-05-28
1679556902, 1960-02-18
2171075403, 2000-10-18
4165969309, 1961-03-05
9728063642, 1987-05-30
1305358536, 1988-08-20
4111142485, 1969-08-07
2745420498, 2000-07-09
9482401275, 2002-11-15
5406248542, 1956-02-15
1077770335, 1981-06-27
3825287756, 1981-03-23
1920426831, 1982-10-25
8465058667, 2004-06-13
1298885535, 1969-10-04
5642729168, 1984-06-12
8721270946, 1981-08-07
9873041841, 1966-07-19
9243015464, 1974-02-11
5231513359, 2004-11-01
1002191375, 1986-03-23
3613888460, 1951-11-23
5434905225, 1977-04-01
1336505001, 1956-03-12
3200459855, 1975-06-29
9314761076, 1957-08-31
6251934843, 2002-03-28
4450603126, 1961-02-19
6615128269, 1977-09-07
4302565557, 1997-09-14
5578331853, 1969-09-12
8740646440, 1998-07-20
8700636270, 1982-08-05
5676420532, 1999-11-02
4657369101, 1963-12-26
3989573541, 1970-01-19
6186140926, 1955-04-06
7099994483, 1953-12-02
8500560727, 1953-08-08
1575858562, 1951-02-09
8427493692, 1989-06-12
7181015843, 1993-09-13
7690287596, 1993-11-01
1311894393, 1971-08-21
7021201331, 1989-12-08
7900268409, 1995-03-22
3516724391, 1991-11-03
9643703173, 1975-07-12
8369306894, 1985-06-22
9799196644, 1966-10-22
8575040428, 1977-02-24
5673413378, 2002-06-21
6706392103, 1971-08-12
6595839081, 1957-06-11
8007287984, 1980-12-20
6261876191, 1987-07-05
9709171401, 1998-11-17
7623538198, 1991-08-12
8740078601, 1979-06-06
2312002710, 1982-05-26
5106004361, 1985-03-28
4382979896, 1967-09-05
4746357295, 1967-06-04
1692428920, 1979-08-09
7498674853, 1999-02-17
2118805955, 1990-11-20
8840955002, 1966-06-18
7537520649, 1952-09-30
5035116204, 2004-09-14
7037875741, 1957-06-29
8144879750, 1989-06-15
5921570780, 1991-11-18
1321235705, 1981-03-26
6834085682, 1978-04-02
4679716904, 1996-03-15
2353155808, 1977-08-04
9407494158, 1971-01-13
8690417485, 1998-11-06
5947283718, 1960-06-28
7358792046, 1977-09-26
1864327251, 2004-02-03
4457126948, 1996-05-24
1454572479, 1950-10-19
4919459697, 1994-01-16
5467948822, 1955-08-04
4965053955, 1952-12-06
9776880723, 1963-01-04
9045158436, 1961-06-22
2733598781, 1970-05-25
3159211137, 1978-11-05
8130495746, 1958-10-25
7838533121, 1963-03-17
9234670923, 1981-09-26
8735675310, 1993-05-03
8151314582, 1965-04-13
7734420720, 1961-12-18
3809600279, 1979-05-29
1061094058, 1983-08-17
5158066906, 1982-09-22
3959310799, 1988-09-24
2734415215, 1963-02-15
1703656558, 2002-04-17
4621899700, 1986-01-31
7722776776, 1976-12-29
8344186382, 1978-09-16
2122028029, 1961-11-23
7310770912, 1993-08-21
9584403028, 1978-11-21
2210719351, 1951-10-18
3686798559, 1998-11-27
4742368191, 1982-09-11
4549323141, 1967-10-07
7544365804, 1970-02-09
3038729629, 1953-02-12
8608248257, 1953-12-22
1789008359, 1990-03-06
9581998374, 1993-10-26
1090143360, 1970-11-14
2666853543, 1967-12-02
9589836510, 1956-07-15
2905664260, 1997-01-16
2278026097, 1989-05-15
5392526855, 1998-11-25
2840758314, 1955-01-25
7655412756, 1951-02-25
6670469799, 1967-04-21
6157520507, 1973-05-02
1245870514, 1982-06-27
3007117044, 1980-08-21
2149745046, 1993-02-21
6428434060, 1969-04-22
7203250074, 1965-03-10
6968717784, 1989-12-19
3516090025, 1999-09-20
6853594228, 1960-05-21
8901847339, 1987-05-03
7037707593, 1958-05-02
8390109180, 1951-08-06
2959840998, 2000-11-16
3431802053, 2002-05-24
5163750048, 1965-06-20
3858522205, 1996-08-22
5326511457, 1976-04-16
2056125874, 2000-06-16
7405656446, 2005-01-10
5084383728, 1994-02-15
8623526200, 2005-01-02
6924379962, 1980-06-06
3455087531, 1974-06-23
6892170009, 1953-11-20
7737037517, 1953-08-16
9038134287, 1958-12-02
5707649521, 1969-11-12
7248378508, 1993-10-11
7813720670, 1973-11-09
9928645174, 1997-12-27
5166634054, 1963-05-16
1465053862, 1966-10-17
8448197188, 2000-07-17
4313788084, 1974-06-03
6951859109, 1963-07-27
3817166722, 2000-08-14
6305352993, 1990-10-17
6689217320, 1969-08-07
2363642528, 1998-04-29
8423451072, 1979-08-18
7207703359, 1964-12-10
5304492085, 1969-08-12
8731573181, 2002-04-01
4958520416, 1979-08-20
9757059282, 1957-08-19
8219973102, 1998-12-22
9592389729, 1989-12-12
2681936365, 1964-05-22
2692709150, 1996-04-18
8158625503, 1970-02-14
5195084486, 1989-05-28
1503578896, 1992-03-10
4673949274, 2002-05-31
2290495829, 1962-10-24
1071814519, 2004-08-17
4145527122, 1995-03-17
1122665476, 2001-08-31
3999500468, 1988-06-09
6047819514, 1996-07-11
6392298352, 1980-07-03
4789507152, 2005-05-09
7300330494, 1967-12-29
6886147318, 1965-12-09
7498779270, 1973-01-19
2167610787, 1965-12-24
8939573598, 1980-11-27
8861780820, 1953-05-04
1669866136, 2005-08-06
6421313620, 1970-04-07
6066570484, 1962-02-25
8888408306, 1961-09-25
5880662614, 1965-08-28
2153550394, 1997-11-10
7667600736, 1993-02-22
1540440493, 1972-09-03
4523923814, 1968-10-06
1046653848, 1964-09-09
2357635486, 1957-05-16
5538671849, 1977-09-17
6775869310, 1965-02-28
5673983621, 1953-09-19
3578743484, 1967-03-09
8263021638, 2002-03-19
3452584657, 1987-08-01
7625111817, 1994-02-09
6483211700, 1972-04-22
3042354300, 1964-03-04
1747321988, 1997-02-24
6554059790, 1965-12-30
6877382245, 1974-05-24
3415297608, 2004-03-11
8960983674, 1966-05-02
2346758221, 1960-05-10
2936362266, 1974-04-08
9320195099, 1982-05-08
4829938847, 1956-08-10
7521604672, 1979-03-02
8829374071, 1971-09-09
9699382797, 1990-01-13
5864243207, 1974-06-19
4353885878, 1953-10-02
4831311727, 2002-09-14
6745537788, 1981-04-26
9110499078, 1985-02-01
9669448643, 1985-08-25
4550099859, 1955-06-08
3929694885, 1957-04-02
9424708137, 1983-01-29
1582503020, 1950-10-05
6430914626, 2002-05-09
2379690964, 1981-10-08
9536591020, 1963-03-10
7610737522, 1953-10-14
3472923213, 1964-09-25
2969678880, 1983-01-14
1497122875, 1975-06-16
1766220895, 1984-12-24
9804847850, 1960-01-30
9214360057, 2002-03-10
7013664479, 2005-10-20
5912842719, 1999-01-01
3046354070, 1978-08-18
5988057233, 2004-11-13
7473527647, 1956-06-20
8713502858, 1974-12-02
2476655939, 1973-02-11
6491508852, 1966-08-21
9803466140, 1998-10-13
8826436915, 1970-08-03
7019666862, 1966-04-06
7216420675, 1971-08-29
2352515007, 1984-01-22
9836167396, 1966-03-28
2221794208, 1980-07-29
7926778473, 1972-09-21
8001162467, 1970-05-01
9311538203, 1986-04-19
6907887947, 1984-12-20
9817724077, 1979-04-07
2741717645, 1953-08-26
7320652223, 1954-07-17
3246807739, 1994-02-17
8882895052, 1992-09-21
7008550222, 1978-05-25
2304960004, 1979-06-29
7929552278, 1954-03-28
5435458161, 1955-02-04
7445465419, 1967-06-25
1757147670, 1960-09-12
2933947798, 1951-07-07
2105804311, 1980-11-27
8416143357, 1952-07-12
9379233110, 1995-07-20
1870731578, 1968-03-29
5800670830, 1953-07-20
8423527905, 1953-07-02
2163837253, 1955-08-24
2460138845, 1977-04-04
4078888149, 1963-03-18
7823676238, 1968-01-29
3131873304, 1982-07-18
3241388965, 1986-02-16
4278130795, 1994-03-06
8339227317, 1951-10-31
4529678924, 1971-10-25
9387744283, 1999-09-27
6033150011, 1989-06-28
2898802876, 2002-12-08
1551733260, 1962-10-19
5516095080, 1992-07-21
9728237976, 1961-03-24
7011306264, 1987-12-04
9685409608, 1969-02-20
8518734348, 1980-08-01
8757309696, 1990-12-27
2973707973, 1976-03-24
4644075537, 1953-04-08
5850550203, 1976-11-14
9797993288, 1952-11-28
6964052036, 1967-04-05
2621836325, 1959-04-23
1675930297, 1954-09-20
6467099625, 1998-06-19
7604185372, 1973-03-08
6178366563, 1977-03-14
9423285648, 1990-02-28
8524934096, 1982-07-07
3556421732, 1987-03-08
5526027607, 1969-07-26
2362460331, 1951-03-30
4716467959, 1997-07-27
4044552014, 1965-05-18
6912839220, 1994-01-29
6313073009, 1975-01-25
8329137835, 1998-10-12
9457067683, 1992-08-08
7032228228, 1998-02-24
2627850365, 1995-01-28
6078250837, 1992-02-13
1408399561, 1963-08-23
3206126034, 1989-01-31
1669081769, 1986-06-30
5044169125, 1953-08-09
5194533951, 1954-11-05
4834447394, 1959-05-19
3839390569, 1971-02-12
2649516608, 1970-02-18
3249761198, 1992-08-27
5722359871, 1982-11-15
1973048310, 1951-10-02
3049551218, 1964-06-26
2731194753, 1997-08-24
1193990357, 2003-08-29
3254676172, 2000-07-19
4414233847, 1957-09-21
8440965270, 1995-11-25
9011875572, 1955-05-05
1341803619, 1987-11-26
3465003487, 1990-01-17
4569191846, 1979-04-26
6783836126, 1968-08-02
1516542986, 1974-05-06
6673415300, 1964-05-07
7203960849, 1966-06-11
5283547054, 1950-04-16
7770530946, 1962-04-05
6539733384, 1952-03-08
5701960422, 1995-11-20
7597140284, 1964-05-20
1881862156, 1973-08-04
9203620779, 1997-04-16
6813645741, 1962-03-29
3664751794, 1955-09-05
6421613236, 1958-01-18
7511619223, 1960-06-08
6090781943, 1992-09-02
2504288454, 1962-08-19
7946809218, 1955-08-13
9130624845, 1982-08-22
9203327212, 1976-04-19
8183549134, 1967-06-29
9450524018, 2004-06-12
4591076771, 1989-12-31
6530377916, 1977-12-25
3997331718, 1984-02-17
9095818989, 1968-04-30
5594053336, 2000-05-13
3473884904, 1970-07-24
2073127732, 1990-08-17
2126155411, 1960-08-15
2400450048, 1965-11-13
7807005808, 1967-06-25
2597793948, 2004-11-02
7460713556, 1966-02-24
4556295984, 1985-09-30
2403200359, 1951-05-02
5689735223, 1974-07-08
6296140843, 1960-06-20
4958533205, 1983-04-19
4319330320, 1990-08-30
9457706734, 1971-01-17
9518938152, 1982-01-02
1844362413, 1975-06-07
2794846465, 1980-04-13
7451596395, 1980-05-22
3794747167, 1999-02-22
2333034609, 2002-02-14
7709947334, 1970-06-29
3593081692, 1953-11-14
